participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0541,Hui Yang,Chinese,Prefer not to say,23-27,Postgraduate student (MSc),Daffodil International University,MSc / MA / MEng,Year 1,Computer Science,Moderate,C_counterfactual,2026-08-04 12:11:52,70.5,No,1,3.8,3.9,0.7,0.8,0.149,3.3,17450,2,2,1,54,False,2.88,5.5,5,3
P0542,Shayla Akter,Bangladeshi,Female,18-22,Postgraduate student (MBA),Kingston University London,MSc / MA / MEng,Completed,Cybersecurity,Moderate,A_no_explanation,2026-08-03 16:15:58,40.7,No,3,4.2,2.5,0.5,0.6,0.087,3.1,15828,2,2,3,44,False,4.0,4.49,2,3
P0543,Syafiq A. Ramli,Malaysian,Male,23-27,Academic / lecturer,University of Reading,BSc / BEng / BA,PG Year 2,Media & Communication,Moderate,C_counterfactual,2026-08-03 09:05:56,44.8,Yes — I thought it was about trust in AI,0,2.7,3.3,0.5,0.8,-0.25,3.2,19326,3,3,2,94,False,3.9,5.58,3,4
P0544,Harry A. Johnson,British,Male,33-40,PhD researcher,BRAC University,MSc / MA / MEng,PhD Year 2,Business & Management,Low,C_counterfactual,2026-08-02 10:26:28,61.4,Yes — I thought it was about trust in AI,1,3.1,4.5,0.4,0.7,-0.375,3.3,19258,3,3,3,49,False,4.3,5.52,4,5
P0545,Lima Akter,Bangladeshi,Female,18-22,Graduate (recent),London Metropolitan University,BSc / BEng / BA,PG Year 2,Digital Marketing,Moderate,C_counterfactual,2026-08-08 09:32:45,51.8,Yes — I thought it was about trust in AI,2,3.4,2.2,0.5,0.6,-0.748,3.2,21396,2,2,3,100,False,2.86,5.76,5,3
P0546,Camila Ferreira,Other,Prefer not to say,23-27,PhD researcher,University of Bedfordshire,PhD / MPhil,PhD Year 2,Health Informatics,Moderate,A_no_explanation,2026-08-12 10:50:09,49.5,Somewhat — thought it was about usability,1,1.6,4.3,0.4,0.5,-0.267,3.2,16542,2,2,4,68,True,4.2,5.86,3,4
P0547,Sarwar Hossain,Bangladeshi,Male,23-27,Undergraduate student,University of East London,Not a student,PG Year 1,Graphic Design,High,B_surface,2026-08-02 16:55:51,65.9,No,3,2.7,2.3,0.5,0.4,0.323,3.0,17040,1,1,4,76,True,3.81,5.91,4,3
P0548,Kohinoor Begum,Bangladeshi,Female,18-22,Postgraduate student (MSc),BRAC University,MSc / MA / MEng,Year 1,Human-Computer Interaction,Low,A_no_explanation,2026-08-06 14:30:01,52.3,Somewhat — thought it was about AI accuracy,3,2.9,3.9,0.6,0.5,0.16,3.2,15277,1,1,3,74,True,5.78,3.86,1,4
P0549,Masud Rana,Bangladeshi,Male,23-27,PhD researcher,"University for the Creative Arts, Farnham",Not a student,PG Year 1,Business & Management,None,C_counterfactual,2026-08-02 12:50:31,48.1,Unsure,1,4.3,2.8,0.4,0.5,0.0,3.2,19228,2,2,4,73,True,4.98,5.02,5,4
P0550,Meera A. Verma,Indian,Female,23-27,Postgraduate student (MBA),BUET,MSc / MA / MEng,PG Year 2,Computer Science,Low,B_surface,2026-08-05 16:46:11,45.4,Unsure,1,3.5,4.4,0.8,0.7,-0.263,3.4,13407,1,1,1,57,False,6.09,5.59,4,3
P0551,Naimul Islam,Bangladeshi,Male,23-27,Student & part-time worker,Brunel University London,BSc / BEng / BA,PG Year 2,Digital Marketing,Low,B_surface,2026-08-02 16:45:39,49.1,No,2,4.5,3.3,0.8,0.9,0.0,3.0,12402,2,2,0,75,True,2.85,4.13,2,3
P0552,Rubayat Ahmed,Bangladeshi,Male,23-27,PhD researcher,"University for the Creative Arts, Farnham",MBA,Year 2,Graphic Design,High,A_no_explanation,2026-08-15 10:13:38,41.8,No,2,3.2,1.7,0.5,0.4,0.408,2.8,15654,1,1,4,70,True,4.73,2.48,1,2
P0553,Kavitha A. Nair,Indian,Female,23-27,Postgraduate student (MSc),Coventry University,BSc / BEng / BA,PhD Year 2,Finance & Accounting,None,A_no_explanation,2026-08-07 15:04:47,44.6,No,3,4.3,3.0,0.8,0.9,0.0,3.0,13546,2,2,0,50,False,4.53,4.73,4,4
P0554,Yetunde Akinwale,Nigerian,Female,23-27,Postgraduate student (MSc),Oxford Brookes University,PhD / MPhil,PhD Year 1,Digital Marketing,High,B_surface,2026-08-16 11:12:31,56.0,No,3,3.4,4.0,0.7,0.8,-0.389,3.3,15090,2,2,1,72,True,4.25,4.34,4,4
P0555,Divya A. Pillai,Indian,Female,23-27,Undergraduate student,North South University,PhD / MPhil,PhD Year 3,Education Technology,Low,B_surface,2026-08-11 09:53:08,47.8,No,1,2.4,2.6,0.5,0.6,-0.038,3.2,16712,2,2,3,57,False,2.46,4.02,2,3
P0556,Rabia A. Hussain,Pakistani,Female,33-40,PhD researcher,University of Dhaka,BSc / BEng / BA,PhD Year 1,Information Technology,Moderate,B_surface,2026-08-10 14:43:55,50.6,No,3,3.3,3.7,0.8,0.7,0.15,3.2,13372,1,1,1,75,True,4.19,4.15,3,3
P0557,Ahmed Hassan,Other,Male,23-27,Postgraduate student (MSc),Coventry University,Not a student,PG Year 1,Education Technology,Moderate,C_counterfactual,2026-08-02 10:32:26,39.3,No,0,3.2,4.1,0.4,0.3,0.066,3.6,21881,1,1,5,77,True,3.87,5.05,2,3
P0558,Shahid Ullah,Bangladeshi,Male,23-27,Undergraduate student,Coventry University,MBA,PhD Year 1,International Business,Moderate,B_surface,2026-08-04 10:23:35,55.0,No,2,3.5,3.3,0.4,0.7,-0.218,3.1,17194,3,3,3,67,True,4.24,4.54,4,3
P0559,Sujon Ahmed,Bangladeshi,Male,23-27,Graduate (recent),Middlesex University,BSc / BEng / BA,Year 3,Digital Marketing,Moderate,B_surface,2026-08-08 10:08:52,58.8,No,2,5.0,2.6,0.7,0.8,-0.2,3.2,14364,2,2,1,73,True,4.64,4.41,3,5
P0560,Ritu A. Gupta,Indian,Female,23-27,Undergraduate student,University of Hertfordshire,MBA,PhD Year 1,Health Informatics,None,C_counterfactual,2026-08-02 16:55:56,53.4,Somewhat — thought it was about usability,1,4.5,2.8,0.7,0.8,0.2,3.8,17490,2,2,1,84,False,3.72,4.58,5,3
P0561,Habibur Rahman,Bangladeshi,Male,28-32,Working professional,Daffodil International University,BSc / BEng / BA,Year 3,Media & Communication,Low,B_surface,2026-08-13 16:38:06,57.0,No,1,4.6,3.0,0.4,0.3,-0.069,3.1,18245,1,1,5,83,False,3.21,2.9,3,4
P0562,Leila Reza,Other,Prefer not to say,41-50,Student & part-time worker,University of Hertfordshire,BSc / BEng / BA,PhD Year 2,Software Engineering,High,A_no_explanation,2026-08-02 11:31:59,48.3,Yes — I thought it was about trust in AI,1,2.8,5.0,0.8,0.7,0.218,2.6,13698,1,1,1,85,False,4.59,3.73,1,4
P0563,Sophie A. Walker,British,Female,33-40,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,Year 4,Digital Marketing,None,A_no_explanation,2026-08-07 09:42:25,53.2,No,2,1.0,3.9,0.8,0.9,0.111,3.2,14672,2,2,0,59,False,5.57,4.53,2,4
P0564,Jing Zheng,Chinese,Male,18-22,PhD researcher,BUET,Prefer not to say,Completed,Business & Management,None,A_no_explanation,2026-08-03 14:52:21,51.8,Yes — I thought it was about trust in AI,3,4.3,2.6,0.6,0.5,0.258,3.0,13652,1,1,3,40,False,4.47,4.36,4,4
P0565,Shakibul A. Hasan,Bangladeshi,Male,18-22,Working professional,Goldsmiths University of London,MBA,PG Year 1,Cybersecurity,None,A_no_explanation,2026-08-03 12:16:34,47.8,No,2,3.7,3.3,0.8,0.7,0.162,2.9,14480,1,1,1,66,True,4.35,2.63,2,3
P0566,Abigail A. Robinson,British,Female,23-27,Undergraduate student,Daffodil International University,BSc / BEng / BA,Year 2,Media & Communication,Moderate,A_no_explanation,2026-08-05 12:03:27,39.7,Unsure,1,1.0,2.5,0.8,0.5,0.0,2.8,13771,0,0,2,48,False,3.67,3.65,2,3
P0567,Lutfa A. Begum,Bangladeshi,Female,18-22,Undergraduate student,Anglia Ruskin University,MSc / MA / MEng,Year 4,Human-Computer Interaction,Moderate,A_no_explanation,2026-08-02 13:14:52,44.1,No,3,3.9,5.0,0.6,0.7,-0.582,2.8,15460,2,2,2,61,True,4.93,3.85,3,2
P0568,Syafiqah A. Ramli,Malaysian,Female,18-22,Undergraduate student,Anglia Ruskin University,BSc / BEng / BA,PhD Year 1,Software Engineering,Moderate,B_surface,2026-08-03 12:06:25,60.6,No,1,3.0,3.9,0.5,0.6,0.185,3.4,15983,2,2,3,59,False,4.92,4.79,1,3
P0569,Isla A. Young,British,Prefer not to say,28-32,Undergraduate student,BRAC University,BSc / BEng / BA,Year 3,Digital Marketing,Low,B_surface,2026-08-16 14:26:50,47.9,No,1,2.6,2.9,0.5,0.4,-0.055,2.8,18299,1,1,4,57,False,4.2,4.06,2,4
P0570,Hasna A. Begum,Bangladeshi,Female,23-27,Student & part-time worker,North South University,MSc / MA / MEng,Year 4,Finance & Accounting,None,C_counterfactual,2026-08-06 15:09:57,46.2,No,2,4.0,3.9,0.6,0.9,0.04,3.1,20307,3,3,1,68,True,4.22,5.64,4,3
P0571,Ethan A. White,British,Male,28-32,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,Year 4,Cybersecurity,Low,C_counterfactual,2026-08-04 12:37:29,43.6,No,3,1.6,5.0,0.6,0.5,-0.616,3.1,20289,1,1,3,81,False,4.14,3.74,3,5
P0572,Noor A. Islam,Bangladeshi,Male,18-22,Undergraduate student,University of Reading,PhD / MPhil,Year 1,Media & Communication,High,B_surface,2026-08-06 11:16:35,55.3,No,3,3.9,2.9,0.5,0.2,-0.167,3.2,17506,0,0,5,82,False,3.23,3.95,3,4
P0573,Deepak A. Tiwari,Indian,Male,51+,Postgraduate student (MSc),Daffodil International University,Prefer not to say,PhD Year 3,Education Technology,Moderate,B_surface,2026-08-02 10:08:17,46.9,No,2,3.9,3.3,0.8,0.5,0.128,3.3,12836,0,0,2,78,True,5.2,5.81,2,3
P0574,Swati A. Joshi,Indian,Female,18-22,Postgraduate student (MSc),BRAC University,PhD / MPhil,Year 4,Data Science & AI,Moderate,B_surface,2026-08-09 10:29:57,51.2,Somewhat — thought it was about usability,3,3.2,3.3,0.3,0.6,-0.383,2.7,19383,3,3,4,60,True,4.12,3.89,4,3
P0575,Nazia A. Islam,Bangladeshi,Female,18-22,Working professional,Kingston University London,Prefer not to say,PhD Year 1,Digital Marketing,None,C_counterfactual,2026-08-14 10:24:16,47.8,No,0,3.0,2.8,0.4,0.3,0.327,2.6,19837,1,1,5,77,True,3.55,3.46,4,2
P0576,Tahiya A. Islam,Bangladeshi,Female,33-40,Undergraduate student,Coventry University,MBA,Year 3,Cybersecurity,High,C_counterfactual,2026-08-03 11:52:47,54.9,No,3,2.9,3.1,0.5,0.6,0.312,3.6,20357,2,2,3,54,False,4.67,5.5,3,4
P0577,Ashraful A. Alam,Bangladeshi,Male,23-27,Undergraduate student,"University for the Creative Arts, Farnham",BSc / BEng / BA,Completed,Psychology,High,B_surface,2026-08-09 13:25:51,35.1,No,0,2.6,3.4,0.6,0.7,0.0,3.0,16923,2,2,2,84,False,3.91,4.21,3,1
P0578,Zakia A. Begum,Bangladeshi,Female,18-22,Graduate (recent),Kingston University London,Not a student,PhD Year 1,Human-Computer Interaction,Low,A_no_explanation,2026-08-07 10:33:51,52.9,Somewhat — thought it was about usability,2,3.5,3.6,0.7,0.6,0.408,2.8,13010,1,1,2,46,False,5.3,3.3,3,4
P0579,Layla A. Akter,Bangladeshi,Female,33-40,PhD researcher,BRAC University,MSc / MA / MEng,Year 2,Psychology,Moderate,B_surface,2026-08-13 10:36:01,40.9,Unsure,1,3.7,3.7,0.8,0.7,0.579,3.2,14890,1,1,1,80,True,5.12,4.58,1,4
P0580,Belal A. Hossain,Bangladeshi,Male,18-22,Undergraduate student,BRAC University,PhD / MPhil,Year 4,Psychology,Moderate,A_no_explanation,2026-08-05 16:50:11,50.6,Somewhat — thought it was about AI accuracy,3,2.9,3.4,0.4,0.5,0.459,2.8,16527,2,2,4,58,False,5.71,4.27,4,2
P0581,Nusrat A. Jahan,Bangladeshi,Female,23-27,Undergraduate student,BUET,MBA,PG Year 2,Data Science & AI,Moderate,B_surface,2026-08-07 09:33:46,53.6,No,2,4.5,1.8,0.5,0.4,0.255,3.3,17364,1,1,4,68,True,4.44,3.67,3,4
P0582,Sohanur A. Rahman,Bangladeshi,Male,23-27,Undergraduate student,BRAC University,MSc / MA / MEng,PhD Year 1,Human-Computer Interaction,Low,C_counterfactual,2026-08-06 10:45:46,49.7,No,3,2.8,3.5,0.8,0.7,-0.355,3.5,18092,1,1,1,97,False,4.26,6.17,3,2
P0583,Nadia A. Iqbal,Pakistani,Female,33-40,Postgraduate student (MSc),University of Bedfordshire,MSc / MA / MEng,PhD Year 2,Digital Marketing,Moderate,C_counterfactual,2026-08-04 11:09:40,39.1,No,3,3.1,3.4,0.6,0.5,-0.287,3.1,18544,1,1,3,70,True,3.43,6.15,3,3
P0584,Fatema A. Begum,Bangladeshi,Female,33-40,Undergraduate student,Daffodil International University,MSc / MA / MEng,PG Year 1,Education Technology,Low,C_counterfactual,2026-08-08 10:01:47,53.6,No,1,2.5,2.6,0.5,0.6,0.491,3.2,19370,2,2,3,67,True,5.31,4.92,3,3
P0585,Rahul A. Verma,Indian,Male,23-27,Undergraduate student,Oxford Brookes University,MSc / MA / MEng,Year 4,Graphic Design,None,A_no_explanation,2026-08-15 11:08:25,46.6,Somewhat — thought it was about usability,2,3.9,3.1,0.9,0.6,0.0,2.5,15739,0,0,1,65,True,4.62,5.95,3,4
P0586,Fahim A. Uddin,Bangladeshi,Male,28-32,Postgraduate student (MSc),University of Surrey,PhD / MPhil,PhD Year 2,Business & Management,Low,A_no_explanation,2026-08-02 10:33:14,44.4,No,2,2.4,4.6,0.8,0.5,0.0,3.2,11428,0,0,2,80,True,5.46,3.73,2,3
P0587,Kamrun A. Nahar,Bangladeshi,Female,23-27,Undergraduate student,London Metropolitan University,BSc / BEng / BA,Year 1,Information Technology,Moderate,C_counterfactual,2026-08-10 14:44:01,50.4,Somewhat — thought it was about usability,1,2.6,3.0,0.6,0.7,0.089,3.4,18112,2,2,2,85,False,4.86,4.29,4,2
P0588,Rui Hu,Chinese,Male,28-32,Graduate (recent),BRAC University,MBA,PG Year 2,Data Science & AI,Low,A_no_explanation,2026-08-05 16:40:44,53.1,No,2,3.1,4.0,0.8,0.5,-0.196,2.6,12089,0,0,2,54,False,3.97,3.74,2,3
P0589,Matthew A. Hall,British,Male,23-27,Working professional,University of Hertfordshire,Prefer not to say,PG Year 2,Psychology,Low,B_surface,2026-08-05 12:02:24,47.7,No,2,3.0,3.3,0.5,0.6,-0.167,2.8,16569,2,2,3,71,True,3.58,4.58,3,3
P0590,Lakshmi A. Reddy,Indian,Female,28-32,Undergraduate student,"University for the Creative Arts, Farnham",MBA,Year 3,Digital Marketing,None,C_counterfactual,2026-08-06 09:56:41,50.4,No,1,4.6,3.9,0.7,0.6,0.681,3.6,18182,1,1,2,75,True,3.83,6.3,5,4
P0591,Khairul A. Islam,Bangladeshi,Male,18-22,Undergraduate student,North South University,Prefer not to say,PhD Year 2,Software Engineering,Moderate,B_surface,2026-08-09 10:34:33,48.0,Somewhat — thought it was about AI accuracy,1,2.5,4.0,0.7,0.6,-0.185,3.6,14492,1,1,2,64,True,5.12,3.79,3,3
P0592,Nabil A. Hossain,Bangladeshi,Male,23-27,Undergraduate student,University of Hertfordshire,MSc / MA / MEng,Completed,Media & Communication,Moderate,A_no_explanation,2026-08-05 16:42:35,48.4,No,3,3.6,3.9,0.8,0.5,0.1,3.3,12538,0,0,2,69,True,3.91,4.72,2,3
P0593,Wali A. Ullah,Bangladeshi,Male,33-40,Postgraduate student (MSc),BRAC University,MSc / MA / MEng,Year 1,Software Engineering,Low,B_surface,2026-08-05 14:00:19,45.9,No,3,3.1,3.1,0.5,0.6,0.183,3.5,17227,2,2,3,91,False,4.65,4.46,4,4
P0594,Imran A. Hossain,Bangladeshi,Male,33-40,Postgraduate student (MBA),Middlesex University,MSc / MA / MEng,Year 1,Cybersecurity,Low,C_counterfactual,2026-08-04 10:20:07,58.4,Yes — I thought it was about trust in AI,1,4.0,2.8,0.8,0.7,-0.145,3.2,16190,1,1,1,68,True,2.94,5.65,1,4
P0595,Yan Liu,Chinese,Female,23-27,PhD researcher,University of Hertfordshire,BSc / BEng / BA,PhD Year 3,Digital Marketing,Moderate,C_counterfactual,2026-08-04 14:58:34,51.3,No,0,2.2,2.4,0.4,0.5,0.0,3.6,20732,2,2,4,77,True,4.49,5.55,4,5
P0596,Grace A. Wright,British,Female,28-32,Undergraduate student,Brunel University London,PhD / MPhil,PhD Year 3,Human-Computer Interaction,High,C_counterfactual,2026-08-04 09:52:06,48.2,No,1,1.7,3.5,0.3,0.4,0.7,2.9,20458,2,2,5,69,True,4.67,5.49,5,3
P0597,Shirin A. Akter,Bangladeshi,Female,28-32,Undergraduate student,Kingston University London,PhD / MPhil,PhD Year 1,Finance & Accounting,Moderate,A_no_explanation,2026-08-08 11:14:47,46.8,No,1,1.0,2.2,0.6,0.5,-0.516,3.0,13499,1,1,3,58,False,2.55,3.11,4,2
P0598,Naveed A. Chaudhry,Pakistani,Male,23-27,Postgraduate student (MSc),"University for the Creative Arts, Farnham",MSc / MA / MEng,Completed,Computer Science,Low,C_counterfactual,2026-08-07 10:21:55,54.3,No,2,1.7,4.2,0.7,0.6,-0.209,3.3,17842,1,1,2,61,True,4.71,6.4,4,3
P0599,Rasel A. Ahmed,Bangladeshi,Male,23-27,Postgraduate student (MBA),Goldsmiths University of London,Prefer not to say,PG Year 2,Human-Computer Interaction,Moderate,B_surface,2026-08-08 10:24:37,54.4,No,2,4.0,3.1,0.5,0.4,0.123,3.4,16656,1,1,4,87,False,3.59,3.24,3,3
P0600,Dong Guo,Chinese,Male,23-27,Postgraduate student (MSc),University of Surrey,HND / Foundation,PhD Year 3,Graphic Design,Moderate,A_no_explanation,2026-08-02 12:56:47,40.4,Somewhat — thought it was about AI accuracy,0,4.4,2.7,0.7,0.8,0.25,2.8,15294,2,2,1,55,False,5.15,3.44,1,3
P0601,Arif A. Hossain,Bangladeshi,Male,18-22,Student & part-time worker,Kingston University London,BSc / BEng / BA,PG Year 1,Digital Marketing,Moderate,C_counterfactual,2026-08-02 13:46:12,65.7,No,2,3.8,1.0,0.5,0.6,-0.196,3.2,20337,2,2,3,92,False,4.08,6.07,2,4
P0602,Chuks Okafor,Nigerian,Male,23-27,Working professional,Middlesex University,MBA,PhD Year 1,Digital Marketing,None,C_counterfactual,2026-08-03 14:33:52,46.6,No,2,2.9,2.2,0.5,0.6,0.087,3.1,17731,2,2,3,78,True,3.97,5.96,5,3
P0603,Lutfur A. Rahman,Bangladeshi,Male,33-40,Student & part-time worker,University of East London,BSc / BEng / BA,PhD Year 3,Psychology,Low,C_counterfactual,2026-08-12 10:58:29,39.9,Unsure,1,2.6,2.5,0.6,0.5,0.0,3.6,19374,1,1,3,86,False,3.4,4.31,3,2
P0604,Shapna A. Akter,Bangladeshi,Female,18-22,PhD researcher,Goldsmiths University of London,MBA,PG Year 1,Health Informatics,Moderate,B_surface,2026-08-02 13:44:02,56.0,No,2,3.7,3.6,0.6,0.7,0.355,3.5,14902,2,2,2,75,True,4.78,4.64,3,5
P0605,Mitu A. Akter,Bangladeshi,Female,18-22,Undergraduate student,University of Westminster,MSc / MA / MEng,PG Year 1,Graphic Design,Low,C_counterfactual,2026-08-08 15:08:06,53.4,Somewhat — thought it was about AI accuracy,0,2.5,2.2,0.5,0.4,0.102,3.4,18619,1,1,4,75,True,4.42,4.6,2,1
P0606,Bilal A. Ahmed,Pakistani,Male,28-32,Undergraduate student,London Metropolitan University,PhD / MPhil,Year 2,Information Technology,None,B_surface,2026-08-03 16:25:40,58.0,No,1,3.4,3.2,0.8,0.7,0.488,3.0,13625,1,1,1,94,False,4.22,4.85,2,5
P0607,Nayem A. Islam,Bangladeshi,Male,23-27,Undergraduate student,University of Reading,MBA,Year 4,Software Engineering,High,C_counterfactual,2026-08-05 10:11:06,54.2,Somewhat — thought it was about AI accuracy,3,3.2,3.1,0.4,0.5,0.25,3.4,19525,2,2,4,69,True,3.67,4.71,5,3
P0608,Ashique A. Hossain,Bangladeshi,Male,18-22,Graduate (recent),Kingston University London,BSc / BEng / BA,Year 2,Education Technology,High,C_counterfactual,2026-08-10 11:33:22,76.0,No,1,1.9,2.6,0.4,0.5,0.111,3.3,18829,2,2,4,53,False,3.2,6.96,4,3
P0609,Sagor A. Hossain,Bangladeshi,Male,28-32,Postgraduate student (MSc),North South University,BSc / BEng / BA,Year 4,Computer Science,Moderate,C_counterfactual,2026-08-02 13:03:29,51.6,Unsure,3,4.4,3.2,0.2,0.5,-0.156,3.3,21713,3,3,5,57,False,3.05,5.99,3,4
P0610,Shahnaz A. Parvin,Bangladeshi,Prefer not to say,28-32,PhD researcher,University of Westminster,BSc / BEng / BA,Completed,International Business,Low,A_no_explanation,2026-08-03 09:01:10,46.5,Yes — I thought it was about trust in AI,1,2.9,3.7,0.6,0.3,0.342,2.9,14111,0,0,4,68,True,6.09,3.68,5,2
P0611,Mehrab A. Hossain,Bangladeshi,Male,41-50,Postgraduate student (MSc),London Metropolitan University,MSc / MA / MEng,PG Year 2,Education Technology,Moderate,B_surface,2026-08-11 10:13:34,51.6,Somewhat — thought it was about AI accuracy,2,2.4,2.2,0.1,0.4,0.327,3.2,20772,3,3,6,71,True,3.32,6.08,3,3
P0612,Shahriar A. Kabir,Bangladeshi,Male,23-27,Postgraduate student (MSc),University of Dhaka,Prefer not to say,Year 3,International Business,None,C_counterfactual,2026-08-03 13:48:44,52.2,No,3,3.1,4.2,0.1,0.4,-0.272,3.2,24879,3,3,6,66,True,3.7,4.66,4,2
P0613,Naima A. Islam,Bangladeshi,Female,18-22,Undergraduate student,University of Hertfordshire,BSc / BEng / BA,PhD Year 1,Software Engineering,Low,B_surface,2026-08-03 16:25:38,49.5,Somewhat — thought it was about usability,1,2.8,4.6,0.7,0.6,-0.098,2.9,15474,1,1,2,83,False,3.1,3.02,3,2
P0614,Phoebe A. Phillips,British,Female,23-27,PhD researcher,Middlesex University,BSc / BEng / BA,PG Year 1,Information Technology,Moderate,B_surface,2026-08-02 12:13:16,39.7,Somewhat — thought it was about AI accuracy,3,2.4,2.8,0.5,0.6,0.264,3.0,15962,2,2,3,59,False,4.42,4.63,4,3
P0615,Hannah B. Green,British,Prefer not to say,23-27,Postgraduate student (MSc),University of Bedfordshire,BSc / BEng / BA,PhD Year 3,Business & Management,Low,B_surface,2026-08-07 11:08:31,60.6,No,2,2.1,3.4,0.4,0.5,-0.325,2.5,15906,2,2,4,53,False,4.8,6.4,4,3
P0616,Pradeep A. Iyer,Indian,Male,23-27,Postgraduate student (MSc),University of Bedfordshire,BSc / BEng / BA,PhD Year 1,Psychology,High,C_counterfactual,2026-08-05 11:49:25,36.1,No,2,3.4,2.9,0.3,0.6,0.366,3.7,20186,3,3,4,46,False,3.23,4.23,3,4
P0617,Dilruba A. Begum,Bangladeshi,Female,28-32,Student & part-time worker,BRAC University,Prefer not to say,Year 3,Data Science & AI,Low,A_no_explanation,2026-08-04 12:55:20,59.9,No,0,3.5,4.1,0.7,0.4,0.314,2.7,12909,0,0,3,76,True,4.96,3.74,3,2
P0618,Asad A. Mirza,Pakistani,Male,23-27,Postgraduate student (MSc),Oxford Brookes University,MSc / MA / MEng,Year 1,Health Informatics,Low,A_no_explanation,2026-08-03 09:04:12,51.5,Somewhat — thought it was about AI accuracy,3,2.3,3.0,0.6,0.7,0.488,3.0,14048,2,2,2,65,True,4.34,4.19,4,4
P0619,Rumana A. Akter,Bangladeshi,Female,23-27,Undergraduate student,"University for the Creative Arts, Farnham",MSc / MA / MEng,PG Year 2,Psychology,None,A_no_explanation,2026-08-04 12:07:03,49.0,No,3,3.9,1.8,0.8,0.7,0.02,2.7,15909,1,1,1,56,False,2.97,4.09,2,3
P0620,Raj A. Gupta,Indian,Male,23-27,Undergraduate student,Brunel University London,BSc / BEng / BA,Year 1,Business & Management,High,B_surface,2026-08-03 09:27:12,59.8,No,2,2.7,2.3,0.4,0.3,-0.327,3.2,16571,1,1,5,90,False,3.74,3.85,4,3
P0621,Yusuf Ibrahim,Other,Male,23-27,Student & part-time worker,Coventry University,MSc / MA / MEng,PG Year 1,Health Informatics,None,A_no_explanation,2026-08-04 14:04:46,42.4,Somewhat — thought it was about AI accuracy,2,2.8,2.6,0.7,0.6,0.393,2.9,15156,1,1,2,64,True,5.1,3.93,2,2
P0622,Hassan A. Ali,Pakistani,Male,28-32,Undergraduate student,BRAC University,MSc / MA / MEng,Year 2,Cybersecurity,High,A_no_explanation,2026-08-13 14:04:41,50.3,No,0,3.5,3.2,0.8,0.5,0.0,3.2,11594,0,0,2,26,False,5.64,3.23,3,3
P0623,Sufia A. Begum,Bangladeshi,Female,23-27,Graduate (recent),London Metropolitan University,MBA,Completed,Graphic Design,High,A_no_explanation,2026-08-04 10:10:48,46.8,Yes — I thought it was about trust in AI,2,2.0,5.0,0.7,0.8,0.547,3.3,14545,2,2,1,62,True,5.14,3.37,5,2
P0624,Sumi A. Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),Brunel University London,MSc / MA / MEng,PG Year 2,Finance & Accounting,High,B_surface,2026-08-04 11:14:15,57.1,No,2,3.4,3.8,0.3,0.4,-0.227,2.9,17604,2,2,5,84,False,4.11,5.65,1,3
P0625,Ryan A. Green,British,Male,18-22,Undergraduate student,Brunel University London,HND / Foundation,Year 2,Cybersecurity,Low,C_counterfactual,2026-08-05 12:04:26,32.0,No,3,3.4,4.0,0.3,0.4,-0.606,2.9,20407,2,2,5,60,True,4.63,5.83,3,2
P0626,Abid A. Hossain,Bangladeshi,Male,23-27,Undergraduate student,Oxford Brookes University,Prefer not to say,Completed,Software Engineering,Moderate,C_counterfactual,2026-08-11 12:35:23,54.2,Somewhat — thought it was about usability,2,3.9,3.4,0.2,0.5,0.143,3.1,21998,3,3,5,73,True,3.6,4.35,4,5
P0627,Xia Zhou,Chinese,Female,18-22,PhD researcher,University of Reading,BSc / BEng / BA,Year 4,Information Technology,Moderate,A_no_explanation,2026-08-12 09:38:55,49.2,No,2,4.3,2.6,0.5,0.6,0.218,3.2,15566,2,2,3,57,False,3.34,2.36,1,3
P0628,Wura Oluwole,Nigerian,Female,23-27,Postgraduate student (MSc),Oxford Brookes University,BSc / BEng / BA,Completed,Digital Marketing,High,B_surface,2026-08-05 15:41:26,49.4,Yes — I thought it was about trust in AI,2,4.7,4.8,0.6,0.5,0.229,3.2,15844,1,1,3,97,False,4.94,2.92,3,4
P0629,Billal A. Hossain,Bangladeshi,Male,28-32,Postgraduate student (MSc),London Metropolitan University,MSc / MA / MEng,Year 2,Computer Science,High,B_surface,2026-08-02 15:01:49,32.0,No,2,3.9,2.8,0.5,0.6,-0.055,3.2,16731,2,2,3,78,True,4.82,3.93,4,3
P0630,Liang Ma,Chinese,Male,41-50,Undergraduate student,Oxford Brookes University,PhD / MPhil,PhD Year 2,Finance & Accounting,Moderate,B_surface,2026-08-06 10:20:16,47.7,Yes — I thought it was about trust in AI,1,2.0,2.5,0.5,0.6,0.228,3.0,16076,2,2,3,82,False,4.54,3.72,4,5
